package_name,data_type,label,hit_rules_count,hit_rules,rule_IG-001,rule_IG-002,rule_IG-003,rule_IG-004,rule_IG-005,rule_IG-006,rule_IG-007,rule_IG-008,rule_IG-009,rule_IG-010,rule_IG-011,rule_DT-001,rule_DT-002,rule_DT-003,rule_DT-004,rule_DT-006,rule_DT-007,rule_DT-008,rule_DT-009,rule_DT-010,rule_DT-011,rule_DT-012,rule_DT-013,rule_IG-013,rule_IG-014,rule_DT-014,rule_DT-016,rule_DT-017,rule_DT-018,rule_DT-020,rule_DT-030,rule_DT-032,rule_IG-012,rule_DE-001,rule_DE-002,rule_DE-003,rule_DE-004,rule_DE-005,rule_DE-006,rule_DE-007,rule_PE-001,rule_PE-002,rule_PE-003,rule_PE-004,rule_PE-005,rule_PE-006,rule_PE-007,rule_PE-008,rule_PE-009,rule_PE-010,rule_PE-011,rule_PE-012,rule_PE-013,rule_PE-014,rule_PE-015,rule_PE-016,rule_SP-001,rule_SP-002,rule_SP-003,rule_SP-004,malicious_node_count,malicious_ratio,category_diversity,IG_ratio,DT_ratio,DE_ratio,PE_ratio,SP_ratio,malicious_internal_edges,malicious_density,malicious_components,mean_degree_centrality_full,max_degree_centrality_full,mean_malicious_pagerank,max_malicious_pagerank,sum_malicious_pagerank,mean_malicious_betweenness,max_malicious_betweenness,mean_degree_centrality_sub,max_degree_centrality_sub,mean_pagerank_sub,max_pagerank_sub,mean_betweenness_sub,max_betweenness_sub,num_malicious_communities,max_community_maliciousness_ratio,malicious_community_entropy
@0xfutbol-constants-2.0.36,unknown,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
@0xshariq-email-mcp-server-1.3.1,unknown,-1,12,"DE-001,DE-002,DT-002,DT-007,IG-003,IG-007,IG-010,IG-011,PE-001,PE-002,PE-007,SP-004",0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,114,0.02676056338028169,5,0.2894736842105263,0.02631578947368421,0.08771929824561403,0.5789473684210527,0.017543859649122806,0,0.0,114,0.00038514930199412594,0.0009391876027236441,0.0002047336021896274,0.00031816052811390835,0.023339630649617523,6.181768045911602e-08,2.3490718574464088e-06,0.0,0.0,0.008771929824561429,0.008771929824561419,0.0,0.0,32,0.3333333333333333,4.697605266450015
@0xshariq-email-mcp-server-1.4.0,unknown,-1,13,"DE-001,DE-002,DT-002,DT-007,IG-003,IG-007,IG-010,IG-011,PE-001,PE-002,PE-007,SP-001,SP-004",0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,124,0.027210884353741496,5,0.2661290322580645,0.024193548387096774,0.0967741935483871,0.5967741935483871,0.016129032258064516,0,0.0,124,0.00036817808490753113,0.000877963125548727,0.00018621154917107622,0.0002965171996155857,0.02309023209721345,8.85432076397248e-08,6.587614648395525e-06,0.0,0.0,0.008064516129032253,0.008064516129032253,0.0,0.0,33,0.5714285714285714,4.728102445132311
@0xshariq-email-mcp-server-1.5.0,unknown,-1,13,"DE-001,DE-002,DT-002,DT-007,IG-003,IG-007,IG-010,IG-011,PE-001,PE-002,PE-007,SP-001,SP-004",0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,127,0.027370689655172413,5,0.28346456692913385,0.023622047244094488,0.09448818897637795,0.5826771653543307,0.015748031496062992,0,0.0,127,0.0003598386157755285,0.0008622547962923044,0.0001848875279767642,0.0002907276493757413,0.023480716053049053,0.0,0.0,0.0,0.0,0.007874015748031484,0.007874015748031486,0.0,0.0,34,0.5714285714285714,4.77773565690028
@0xshariq-email-mcp-server-1.5.2,unknown,-1,14,"DE-001,DE-002,DT-002,DT-004,DT-007,IG-003,IG-007,IG-010,IG-011,PE-001,PE-002,PE-007,SP-001,SP-004",0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,136,0.027161973237467545,5,0.2647058823529412,0.029411764705882353,0.13970588235294118,0.5514705882352942,0.014705882352941176,0,0.0,136,0.000331954595661676,0.0007990411506192569,0.00016986525811584874,0.0002684458255346816,0.02310167510375543,1.9102363641857428e-07,3.996802238911708e-06,0.0,0.0,0.007352941176470564,0.007352941176470572,0.0,0.0,36,0.5714285714285714,4.772539114698594
@0xtld-node-security-1.0.0,unknown,-1,5,"DE-001,DE-002,DT-001,IG-001,IG-005",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0.17329545454545456,3,0.01639344262295082,0.03278688524590164,0.9508196721311475,0.0,0.0,6,0.0004064489906516732,116,0.0026467364689970446,0.004267425320056899,0.0012173315997812053,0.0032129282494883504,0.14851445517330705,2.3385700693724854e-07,2.853055484634432e-05,0.0008128979813033464,0.008264462809917356,0.008196721311475419,0.014544356135535598,0.0,0.0,18,0.4411764705882353,3.2716071855424045
@11thdeg-cyan-css-4.0.0-beta.34,unknown,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
@11thdeg-cyan-lit-4.0.0-beta.22,unknown,-1,3,"DT-014,IG-013,PE-010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,216,0.023780689199603654,3,0.009259259259259259,0.032407407407407406,0.0,0.9583333333333334,0.0,0,0.0,216,0.00021715725855783063,0.00033032371724289804,7.54724205693525e-05,0.00015210078524123264,0.01630204284298014,7.648066383304485e-08,1.1013215591958458e-06,0.0,0.0,0.0046296296296296485,0.004629629629629641,0.0,0.0,94,0.058823529411764705,6.104981409233576
@1771technologies-eslint-preset-0.0.9,unknown,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
@1771technologies-lng-license-1.0.15,unknown,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
