package_name,data_type,label,hit_rules_count,hit_rules,rule_IG-001,rule_IG-002,rule_IG-003,rule_IG-004,rule_IG-005,rule_IG-006,rule_IG-007,rule_IG-008,rule_IG-009,rule_IG-010,rule_IG-011,rule_DT-001,rule_DT-002,rule_DT-003,rule_DT-004,rule_DT-006,rule_DT-007,rule_DT-008,rule_DT-009,rule_DT-010,rule_DT-011,rule_DT-012,rule_DT-013,rule_IG-013,rule_IG-014,rule_DT-014,rule_DT-016,rule_DT-017,rule_DT-018,rule_DT-020,rule_DT-030,rule_DT-032,rule_IG-012,rule_DE-001,rule_DE-002,rule_DE-003,rule_DE-004,rule_DE-005,rule_DE-006,rule_DE-007,rule_PE-001,rule_PE-002,rule_PE-003,rule_PE-004,rule_PE-005,rule_PE-006,rule_PE-007,rule_PE-008,rule_PE-009,rule_PE-010,rule_PE-011,rule_PE-012,rule_PE-013,rule_PE-014,rule_PE-015,rule_PE-016,rule_SP-001,rule_SP-002,rule_SP-003,rule_SP-004,malicious_node_count,malicious_ratio,category_diversity,IG_ratio,DT_ratio,DE_ratio,PE_ratio,SP_ratio,malicious_internal_edges,malicious_density,malicious_components,mean_degree_centrality_full,max_degree_centrality_full,mean_malicious_pagerank,max_malicious_pagerank,sum_malicious_pagerank,mean_malicious_betweenness,max_malicious_betweenness,mean_degree_centrality_sub,max_degree_centrality_sub,mean_pagerank_sub,max_pagerank_sub,mean_betweenness_sub,max_betweenness_sub,num_malicious_communities,max_community_maliciousness_ratio,malicious_community_entropy
420kit-shared-1.0.0,unknown,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
@0xsquid-squid-types-0.1.187,unknown,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
@1024pix-ember-testing-library-3.0.19,unknown,-1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
@2060.io-vs-agent-client-1.5.1,unknown,-1,1,DE-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.03067484662576687,1,0.0,0.0,1.0,0.0,0.0,0,0.0,10,0.006153846153846155,0.006153846153846154,0.0041758909902794876,0.0049419799880191136,0.04175890990279488,4.0246913580246915e-05,9.287749287749289e-05,0.0,0.0,0.09999999999999999,0.09999999999999999,0.0,0.0,4,0.13043478260869565,1.8464393446710154
@2060.io-vs-agent-client-1.5.2,unknown,-1,1,DE-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.03067484662576687,1,0.0,0.0,1.0,0.0,0.0,0,0.0,10,0.006153846153846155,0.006153846153846154,0.0041758909902794876,0.0049419799880191136,0.04175890990279488,4.0246913580246915e-05,9.287749287749289e-05,0.0,0.0,0.09999999999999999,0.09999999999999999,0.0,0.0,4,0.13043478260869565,1.8464393446710154
@2060.io-vs-agent-client-1.5.2-dev.1,unknown,-1,1,DE-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.03067484662576687,1,0.0,0.0,1.0,0.0,0.0,0,0.0,10,0.006153846153846155,0.006153846153846154,0.0041758909902794876,0.0049419799880191136,0.04175890990279488,4.0246913580246915e-05,9.287749287749289e-05,0.0,0.0,0.09999999999999999,0.09999999999999999,0.0,0.0,4,0.13043478260869565,1.8464393446710154
@2060.io-vs-agent-model-1.5.1,unknown,-1,3,"DE-002,DE-005,IG-007",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.004462625511342506,2,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0,0.0,12,0.0003720238095238095,0.0003720238095238095,0.00041649719301851116,0.0005745485132118915,0.004997966316222134,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,10,0.018518518518518517,3.188721875540867
@2060.io-vs-agent-model-1.5.2,unknown,-1,3,"DE-002,DE-005,IG-007",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.004462625511342506,2,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0,0.0,12,0.0003720238095238095,0.0003720238095238095,0.00041649719301851116,0.0005745485132118915,0.004997966316222134,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,10,0.018518518518518517,3.188721875540867
@2060.io-vs-agent-nestjs-client-1.5.2,unknown,-1,5,"DE-001,DE-002,DT-002,DT-003,IG-007",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.014218009478672985,3,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,0.0,3,0.005434782608695652,21,0.000987947046038332,0.001778304682868998,0.0006452222095597803,0.001163206517100324,0.015485333029434728,2.4727974699180084e-07,5.9347139278032205e-06,0.010869565217391304,0.13043478260869565,0.04166666666666661,0.07001076518243225,0.0001646903820816864,0.003952569169960474,10,0.3333333333333333,3.0697738350294776
@2060.io-vs-agent-nestjs-client-1.5.2-dev.1,unknown,-1,5,"DE-001,DE-002,DT-002,DT-003,IG-007",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.014218009478672985,3,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.0,0.0,3,0.005434782608695652,21,0.000987947046038332,0.001778304682868998,0.0006452222095597803,0.001163206517100324,0.015485333029434728,2.4727974699180084e-07,5.9347139278032205e-06,0.010869565217391304,0.13043478260869565,0.04166666666666661,0.07001076518243225,0.0001646903820816864,0.003952569169960474,10,0.3333333333333333,3.0697738350294776
